player_id,first_name,last_name,age,email,country,gender,games,weekly_hours
656,Mateo,Sumshon,32,msumshoni7@instagram.com,China,Male,Call of Duty: Modern Warfare,93.19
660,Derrick,Lillecrop,40,dlillecropib@bluehost.com,Indonesia,Male,Super Mario Odyssey,56.21
661,Hamilton,Menloe,22,hmenloeic@economist.com,Reunion,Male,Call of Duty: Modern Warfare,44.04
662,Amory,Chadderton,37,achaddertonid@discovery.com,Philippines,Male,Fortnite,147.82
663,Moira,Sykes,30,msykesie@virginia.edu,Nicaragua,Female,Super Mario Odyssey,88.17
664,Poul,Cyson,30,pcysonif@theatlantic.com,France,Male,FIFA 20,17.24
666,Georgine,Pellew,28,gpellewih@livejournal.com,Madagascar,Female,The Legend of Zelda: Breath of the Wild,74.81
668,Jaclin,Elphee,18,jelpheeij@pcworld.com,China,Female,Call of Duty: Modern Warfare,4.1
669,Kingsly,Fallens,22,kfallensik@gravatar.com,Brazil,Male,FIFA 20,84.43
671,Roth,Leggon,20,rleggonim@rediff.com,Philippines,Male,FIFA 20,158.35
673,Sunny,Rayment,38,sraymentio@netlog.com,Philippines,Male,Red Dead Redemption 2,135.79
677,Dalis,Zmitrichenko,33,dzmitrichenkois@prweb.com,Indonesia,Male,Minecraft,157.38
681,Johnny,Pinsent,31,jpinsentiw@census.gov,Philippines,Male,Super Mario Odyssey,104.98
682,Bill,Jakobsson,25,bjakobssonix@miitbeian.gov.cn,China,Male,Red Dead Redemption 2,122.19
683,Normie,Gartell,36,ngartelliy@dailymail.co.uk,Indonesia,Male,Overwatch,93.54
684,Val,Swatton,36,vswattoniz@hibu.com,China,Male,Assassin's Creed Odyssey,22.78
686,Jocko,Roughan,18,jroughanj1@ted.com,Indonesia,Male,Minecraft,1.58
688,Humbert,Troker,18,htrokerj3@odnoklassniki.ru,Mexico,Male,Red Dead Redemption 2,137.1
689,Lark,Brucker,18,lbruckerj4@stumbleupon.com,Czech Republic,Female,Overwatch,9.4
692,Ram,Ledwidge,39,rledwidgej7@t.co,Croatia,Male,The Legend of Zelda: Breath of the Wild,33.53
693,Camel,Miranda,44,cmirandaj8@ucoz.ru,Croatia,Female,Grand Theft Auto V,56.62
695,Haily,Arnhold,22,harnholdja@freewebs.com,Czech Republic,Female,Assassin's Creed Odyssey,77.67
696,Pedro,Itchingham,27,pitchinghamjb@fc2.com,Russia,Male,Fortnite,162.2
698,Dorella,Barge,20,dbargejd@aboutads.info,Portugal,Female,Super Mario Odyssey,140.48
699,Meggy,Dudbridge,32,mdudbridgeje@mac.com,Indonesia,Female,Assassin's Creed Odyssey,66.47
700,Maximilianus,Giovannetti,32,mgiovannettijf@topsy.com,Portugal,Male,Call of Duty: Modern Warfare,153.68
701,Kelci,Boden,40,kbodenjg@eepurl.com,Mexico,Female,Call of Duty: Modern Warfare,114.27
703,Elliott,Perl,45,eperlji@microsoft.com,China,Male,Grand Theft Auto V,22.87
709,Susanne,Spat,18,sspatjo@unblog.fr,Ukraine,Female,Super Mario Odyssey,94.6
715,Elnore,Handy,27,ehandyju@patch.com,China,Female,Super Mario Odyssey,16.93
716,Richy,Toulmin,45,rtoulminjv@qq.com,Macedonia,Male,Grand Theft Auto V,113.2
718,Deane,Mennell,43,dmennelljx@cafepress.com,Indonesia,Male,Grand Theft Auto V,81.67
719,Sutherlan,Ervin,45,servinjy@nydailynews.com,Sweden,Male,The Legend of Zelda: Breath of the Wild,134.99
720,Robyn,Zoellner,22,rzoellnerjz@yahoo.co.jp,Brazil,Female,Grand Theft Auto V,167.51
722,Kiah,Hucke,43,khuckek1@over-blog.com,Brazil,Female,The Legend of Zelda: Breath of the Wild,84.96
723,Emilee,Drakard,30,edrakardk2@flickr.com,Greece,Female,The Legend of Zelda: Breath of the Wild,30.6
727,Peirce,Ragdale,30,pragdalek6@kickstarter.com,Portugal,Male,The Legend of Zelda: Breath of the Wild,107.9
728,Athena,Titlow,38,atitlowk7@europa.eu,Tajikistan,Female,Overwatch,146.15
729,Valentijn,Peirazzi,19,vpeirazzik8@bbb.org,Spain,Male,Assassin's Creed Odyssey,53.83
730,Estrellita,Moret,40,emoretk9@simplemachines.org,Indonesia,Female,Call of Duty: Modern Warfare,8.83
731,Wynnie,Corley,31,wcorleyka@microsoft.com,Bulgaria,Female,Minecraft,114.05
734,Oswell,Vanichkov,25,ovanichkovkd@squidoo.com,Portugal,Male,Grand Theft Auto V,20.05
735,Jeddy,Hearnaman,24,jhearnamanke@hhs.gov,Peru,Male,Overwatch,107.19
738,Richardo,Vizard,26,rvizardkh@yellowbook.com,Yemen,Male,Red Dead Redemption 2,53.66
742,Pierette,Seamon,44,pseamonkl@bloglovin.com,Cyprus,Female,The Legend of Zelda: Breath of the Wild,84.81
745,Dov,Marrington,21,dmarringtonko@ox.ac.uk,Philippines,Male,Grand Theft Auto V,137.55
746,Sascha,Highnam,19,shighnamkp@shop-pro.jp,China,Male,Super Mario Odyssey,9.15
747,Aldous,Postill,25,apostillkq@wix.com,China,Male,Super Mario Odyssey,165.14
748,Laurette,Prier,23,lprierkr@phoca.cz,Mongolia,Female,Grand Theft Auto V,137.19
759,Dari,Mattersey,20,dmatterseyl2@washingtonpost.com,China,Female,Overwatch,148.82
761,Standford,Dorot,21,sdorotl4@yahoo.com,France,Male,Call of Duty: Modern Warfare,165.14
763,Ilyssa,Pitts,29,ipittsl6@independent.co.uk,China,Female,Call of Duty: Modern Warfare,121.13
770,Frederica,Pendlebery,38,fpendleberyld@google.co.uk,Norway,Female,Fortnite,154.81
771,Templeton,Scholcroft,45,tscholcroftle@squarespace.com,Argentina,Male,Fortnite,50.14
772,Clerissa,Travers,29,ctraverslf@google.com.br,Djibouti,Female,The Legend of Zelda: Breath of the Wild,70.86
773,Naoma,Ferenc,21,nferenclg@aboutads.info,Pakistan,Female,FIFA 20,156.0
775,Moses,Kubes,31,mkubesli@wikimedia.org,Indonesia,Male,Grand Theft Auto V,17.11
776,Lola,Stretton,28,lstrettonlj@merriam-webster.com,Afghanistan,Female,Super Mario Odyssey,107.49
785,Frans,Ketchen,42,fketchenls@xing.com,China,Male,Red Dead Redemption 2,63.61
788,Ladonna,Drohan,35,ldrohanlv@hud.gov,Brazil,Female,FIFA 20,110.69
791,Gallagher,Leahy,24,gleahyly@gmpg.org,Chad,Male,Assassin's Creed Odyssey,48.87
802,Lou,Branchet,22,lbranchetm9@mozilla.org,China,Female,Call of Duty: Modern Warfare,61.64
803,Walden,Ropert,23,wropertma@apache.org,China,Male,FIFA 20,118.27
804,Bradan,Sparkwell,25,bsparkwellmb@w3.org,Indonesia,Male,Minecraft,159.23
809,Johannes,Frankland,44,jfranklandmg@sakura.ne.jp,China,Male,Red Dead Redemption 2,78.95
810,Antonino,Cumesky,23,acumeskymh@businesswire.com,China,Male,Super Mario Odyssey,125.18
812,Tallie,Keppe,42,tkeppemj@smh.com.au,Argentina,Female,The Legend of Zelda: Breath of the Wild,86.13
814,Grange,Mougin,45,gmouginml@vinaora.com,Indonesia,Male,Call of Duty: Modern Warfare,110.57
815,Zedekiah,Hassekl,25,zhasseklmm@blogtalkradio.com,Philippines,Male,Assassin's Creed Odyssey,30.08
819,Ozzie,Philcock,34,ophilcockmq@oaic.gov.au,Sweden,Male,The Legend of Zelda: Breath of the Wild,153.91
820,Brockie,Fischer,32,bfischermr@amazonaws.com,China,Male,Red Dead Redemption 2,115.71
821,Frank,Eberz,24,feberzms@tripadvisor.com,Russia,Male,Red Dead Redemption 2,18.54
823,Fremont,Pietrzak,33,fpietrzakmu@delicious.com,Russia,Male,Red Dead Redemption 2,56.64
827,Andie,Summerlee,33,asummerleemy@cyberchimps.com,Russia,Female,Super Mario Odyssey,18.34
830,Ernst,Birts,18,ebirtsn1@instagram.com,China,Male,FIFA 20,159.25
831,Angela,Pumfrey,19,apumfreyn2@skype.com,Colombia,Female,Assassin's Creed Odyssey,149.52
832,Tonye,Matissoff,31,tmatissoffn3@prlog.org,Mexico,Female,Assassin's Creed Odyssey,71.94
835,Jenda,Margrett,38,jmargrettn6@marketwatch.com,Portugal,Female,Fortnite,155.64
837,Maighdiln,Andrioni,24,mandrionin8@nationalgeographic.com,France,Female,Assassin's Creed Odyssey,101.92
840,Lishe,Zieme,20,lziemenb@fema.gov,Philippines,Female,Fortnite,100.88
841,Mirabella,Moorhouse,43,mmoorhousenc@hc360.com,Philippines,Female,The Legend of Zelda: Breath of the Wild,40.3
843,Stacia,Bockh,27,sbockhne@cargocollective.com,Peru,Female,Call of Duty: Modern Warfare,91.05
851,Barnabe,Chainey,32,bchaineynm@myspace.com,Indonesia,Male,Fortnite,58.25
852,Zebulon,Aliberti,44,zalibertinn@phoca.cz,China,Male,Call of Duty: Modern Warfare,92.44
854,Aeriell,Sotham,37,asothamnp@auda.org.au,Kenya,Female,Overwatch,135.68
857,Whitman,Velden,23,wveldenns@forbes.com,Indonesia,Male,The Legend of Zelda: Breath of the Wild,128.02
860,Angel,Jeandeau,20,ajeandeaunv@domainmarket.com,Argentina,Male,Assassin's Creed Odyssey,74.06
861,Kellen,Heck,21,khecknw@comsenz.com,Philippines,Female,Minecraft,134.03
863,Zollie,Hatwell,36,zhatwellny@webs.com,Luxembourg,Male,Call of Duty: Modern Warfare,2.26
864,Ruddy,Danovich,41,rdanovichnz@webmd.com,Canada,Male,The Legend of Zelda: Breath of the Wild,45.11
865,Lucita,Seaking,30,lseakingo0@geocities.jp,Indonesia,Female,Super Mario Odyssey,65.27
871,Aviva,Sloper,43,aslopero6@nsw.gov.au,France,Female,Assassin's Creed Odyssey,72.47
874,Rowen,Meekings,37,rmeekingso9@canalblog.com,Indonesia,Male,Fortnite,48.33
886,Elmira,Krauss,29,ekraussol@alexa.com,Russia,Female,Red Dead Redemption 2,125.49
888,Pietra,Minshull,30,pminshullon@dyndns.org,Portugal,Female,The Legend of Zelda: Breath of the Wild,113.91
898,Jacinthe,Terbruggen,23,jterbruggenox@creativecommons.org,Sweden,Female,Call of Duty: Modern Warfare,135.78
900,Alethea,Habin,41,ahabinoz@berkeley.edu,France,Female,Fortnite,162.55
901,Brenden,Hyndson,31,bhyndsonp0@guardian.co.uk,Czech Republic,Male,Minecraft,81.98
903,Bert,Grinvalds,20,bgrinvaldsp2@netscape.com,Germany,Male,Call of Duty: Modern Warfare,167.42
906,Ainslee,Britton,39,abrittonp5@unesco.org,Thailand,Female,Grand Theft Auto V,101.32
909,Fran,Youd,20,fyoudp8@comsenz.com,Sweden,Male,Fortnite,46.43
910,Torre,Hamsher,19,thamsherp9@businessweek.com,Russia,Male,Super Mario Odyssey,113.53
912,Ari,Bess,23,abesspb@reuters.com,Indonesia,Male,Grand Theft Auto V,66.32
913,Emmit,Yakubovics,27,eyakubovicspc@deviantart.com,Portugal,Male,Super Mario Odyssey,31.02
914,Mischa,Shinfield,34,mshinfieldpd@amazon.co.jp,Paraguay,Male,Super Mario Odyssey,119.95
917,Bobbie,Tanner,39,btannerpg@furl.net,Bangladesh,Male,Overwatch,61.23
918,Will,Kiffin,42,wkiffinph@nps.gov,Burundi,Male,Call of Duty: Modern Warfare,89.13
919,Ches,Kirtley,18,ckirtleypi@shinystat.com,Sweden,Male,Assassin's Creed Odyssey,34.16
920,Arabela,Pynn,34,apynnpj@usgs.gov,Indonesia,Female,FIFA 20,47.6
922,Nikita,Griffen,33,ngriffenpl@addtoany.com,Yemen,Male,Minecraft,73.25
925,Judye,Tomczykiewicz,27,jtomczykiewiczpo@apache.org,Philippines,Female,Grand Theft Auto V,123.13
927,Annie,Lambie,41,alambiepq@skype.com,China,Female,FIFA 20,126.66
929,Billi,Delacour,34,bdelacourps@squarespace.com,Mexico,Female,Call of Duty: Modern Warfare,60.17
933,Wait,Alvar,36,walvarpw@dagondesign.com,Bangladesh,Male,Overwatch,22.8
934,Kaitlynn,Wolfindale,18,kwolfindalepx@about.me,Japan,Female,Red Dead Redemption 2,44.9
941,Brantley,Domenicone,43,bdomeniconeq4@delicious.com,Mexico,Male,Grand Theft Auto V,88.92
942,Giusto,Permain,41,gpermainq5@diigo.com,Philippines,Male,Call of Duty: Modern Warfare,156.28
954,Britt,Grivori,37,bgrivoriqh@wikipedia.org,Peru,Male,Overwatch,10.73
955,Elysee,Bellham,22,ebellhamqi@e-recht24.de,Kenya,Female,Call of Duty: Modern Warfare,149.81
956,Gertrud,Branni,44,gbranniqj@yahoo.co.jp,Philippines,Female,Grand Theft Auto V,147.23
958,Reube,Broadley,34,rbroadleyql@barnesandnoble.com,Zimbabwe,Male,Minecraft,124.0
959,Abdul,Grevel,20,agrevelqm@pcworld.com,France,Male,Overwatch,98.01
960,Noelle,Tugwell,18,ntugwellqn@ebay.co.uk,China,Female,Assassin's Creed Odyssey,118.09
963,Shirleen,Snelle,29,ssnelleqq@china.com.cn,Ireland,Female,Fortnite,149.74
964,Martina,Lenney,36,mlenneyqr@hatena.ne.jp,Greece,Female,FIFA 20,95.76
969,Doreen,Dubbin,37,ddubbinqw@vinaora.com,Ecuador,Female,Minecraft,112.75
971,Derek,Anthoin,23,danthoinqy@livejournal.com,Slovenia,Male,Super Mario Odyssey,140.65
972,Jenna,Gallehawk,35,jgallehawkqz@mit.edu,Sweden,Female,Red Dead Redemption 2,25.27
973,Dudley,Mulberry,20,dmulberryr0@cpanel.net,Thailand,Male,Call of Duty: Modern Warfare,166.21
980,Madelina,Mayou,24,mmayour7@squidoo.com,France,Female,Super Mario Odyssey,77.06
982,Nessa,Muggleston,21,nmugglestonr9@go.com,Netherlands,Female,Fortnite,114.22
990,Nikos,Swinnard,36,nswinnardrh@blogs.com,Indonesia,Male,The Legend of Zelda: Breath of the Wild,106.57
992,Charlotta,Vaughan,42,cvaughanrj@tripadvisor.com,Georgia,Female,Call of Duty: Modern Warfare,61.55
993,Bertrando,Bavister,18,bbavisterrk@nhs.uk,Portugal,Male,Fortnite,80.54
997,Chiquita,Martinez,33,cmartinezro@webnode.com,China,Female,Fortnite,13.58
998,Martyn,Munns,31,mmunnsrp@issuu.com,Russia,Male,Minecraft,115.56
1000,Blinny,Moff,43,bmoffrr@digg.com,Philippines,Female,Super Mario Odyssey,90.31
